LGR ICOS V4.19.051.CH4.L.051 Trace Gas Spectrometer-- 2022 Apr 22 19:01:58
   Time_sec,    CH4_ppm, Press_Torr, Cav_T_Cels, MirrorT_us,   Cal_Flag 
    596.265,     2.1006,    138.196,     22.946,  16.057229,          0
    597.266,     2.0987,    138.195,     22.945,  16.057674,          0
    598.267,     2.0997,    138.194,     22.946,  16.058795,          0
    599.268,     2.0990,    138.199,     22.944,  16.057610,          0
    600.264,     2.0987,    138.192,     22.948,  16.058121,          0
    601.265,     2.0992,    138.195,     22.948,  16.057232,          0
    602.266,     2.0990,    138.195,     22.947,  16.055619,          0
    603.267,     2.0980,    138.191,     22.944,  16.055682,          0
    604.268,     2.0986,    138.200,     22.933,  16.055522,          0
    605.263,     2.0965,    138.196,     22.940,  16.056029,          0
    606.264,     2.0950,    138.198,     22.952,  16.056355,          0
    607.265,     2.0957,    138.194,     22.941,  16.056221,          0
    608.266,     2.1012,    138.197,     22.943,  16.054935,          0
    609.268,     2.1881,    138.194,     22.942,  16.054751,          0
    610.263,     2.3110,    138.193,     22.941,  16.053465,          0
    611.264,     2.3260,    138.185,     22.946,  16.052334,          0
    612.265,     2.3225,    138.198,     22.952,  16.051153,          0
    613.266,     2.3199,    138.187,     22.954,  16.049723,          0
    614.267,     2.3156,    138.203,     22.953,  16.048579,          0
    615.268,     2.3035,    138.190,     22.955,  16.046264,          0
    616.264,     2.2849,    138.192,     22.955,  16.045630,          0
    617.265,     2.2649,    138.190,     22.955,  16.044312,          0
    618.266,     2.2429,    138.193,     22.957,  16.044753,          0
    619.267,     2.2217,    138.196,     22.955,  16.045247,          0
    620.268,     2.2013,    138.192,     22.956,  16.045122,          0
    621.264,     2.1837,    138.198,     22.954,  16.045779,          0
    622.265,     2.1687,    138.195,     22.954,  16.046644,          0
    623.266,     2.1560,    138.196,     22.954,  16.048900,          0
    624.267,     2.1446,    138.198,     22.950,  16.049472,          0
    625.268,     2.1367,    138.188,     22.952,  16.050195,          0
    626.264,     2.1275,    138.197,     22.951,  16.050191,          0
    627.265,     2.1212,    138.189,     22.951,  16.052992,          0
    628.266,     2.1163,    138.198,     22.951,  16.054217,          0
    629.267,     2.1108,    138.190,     22.951,  16.054767,          0
    630.268,     2.1071,    138.192,     22.951,  16.057580,          0
    631.269,     2.1029,    138.200,     22.950,  16.058888,          0
    632.265,     2.1013,    138.193,     22.953,  16.060163,          0
    633.266,     2.1004,    138.196,     22.951,  16.058056,          0
    634.267,     2.0957,    138.193,     22.953,  16.057683,          0
    635.268,     2.0947,    138.192,     22.952,  16.058983,          0
    636.263,     2.0931,    138.194,     22.953,  16.057898,          0
    637.265,     2.0921,    138.196,     22.956,  16.056172,          0
    638.266,     2.0914,    138.189,     22.961,  16.055761,          0
    639.267,     2.0900,    138.192,     22.962,  16.054067,          0
    640.268,     2.0910,    138.194,     22.963,  16.052462,          0
    641.269,     2.0899,    138.192,     22.962,  16.052417,          0
    642.264,     2.0895,    138.187,     22.960,  16.051725,          0
    643.265,     2.0882,    138.193,     22.958,  16.051587,          0
    644.266,     2.0873,    138.191,     22.963,  16.052995,          0
    645.267,     2.0889,    138.197,     22.963,  16.051622,          0
    646.269,     2.0888,    138.195,     22.962,  16.053571,          0
    647.264,     2.0894,    138.195,     22.962,  16.054255,          0
    648.265,     2.0891,    138.191,     22.960,  16.054631,          0
    649.266,     2.0871,    138.198,     22.961,  16.055855,          0
    650.267,     2.0899,    138.191,     22.964,  16.056528,          0
    651.268,     2.0901,    138.193,     22.965,  16.055986,          0
    652.264,     2.0901,    138.191,     22.963,  16.056639,          0
    653.265,     2.0890,    138.194,     22.960,  16.058633,          0
    654.266,     2.0891,    138.191,     22.965,  16.058922,          0
    655.267,     2.0896,    138.202,     22.969,  16.058189,          0
    656.268,     2.0893,    138.192,     22.963,  16.056441,          0
    657.264,     2.1072,    138.194,     22.967,  16.055727,          0
    658.265,     2.2262,    138.193,     22.967,  16.056439,          0
    659.266,     2.3450,    138.190,     22.969,  16.056014,          0
    660.267,     2.3530,    138.193,     22.970,  16.054584,          0
    661.268,     2.3514,    138.193,     22.972,  16.052946,          0
    662.264,     2.3504,    138.195,     22.971,  16.051239,          0
    663.265,     2.3438,    138.196,     22.975,  16.048033,          0
    664.266,     2.3288,    138.193,     22.975,  16.046252,          0
    665.267,     2.3080,    138.197,     22.973,  16.047302,          0
    666.268,     2.2858,    138.186,     22.978,  16.046232,          0
    667.264,     2.2609,    138.193,     22.976,  16.044587,          0
    668.265,     2.2375,    138.191,     22.979,  16.043408,          0
    669.266,     2.2173,    138.188,     22.978,  16.044658,          0
    670.267,     2.1979,    138.199,     22.977,  16.045010,          0
    671.268,     2.1818,    138.192,     22.976,  16.046999,          0
    672.263,     2.1670,    138.194,     22.977,  16.049398,          0
    673.264,     2.1544,    138.195,     22.975,  16.051463,          0
    674.266,     2.1454,    138.197,     22.976,  16.052063,          0
    675.267,     2.1383,    138.192,     22.978,  16.052341,          0
    676.268,     2.1321,    138.196,     22.978,  16.053537,          0
    677.269,     2.1264,    138.193,     22.977,  16.055783,          0
    678.264,     2.1216,    138.198,     22.975,  16.056755,          0
    679.265,     2.1170,    138.189,     22.976,  16.056155,          0
    680.266,     2.1153,    138.201,     22.976,  16.056684,          0
    681.267,     2.1133,    138.188,     22.977,  16.055024,          0
    682.268,     2.1112,    138.194,     22.978,  16.055098,          0
    683.264,     2.1090,    138.193,     22.978,  16.054054,          0
    684.265,     2.1087,    138.190,     22.979,  16.056211,          0
    685.266,     2.1071,    138.193,     22.979,  16.056932,          0
    686.267,     2.1060,    138.192,     22.979,  16.057703,          0
    687.268,     2.1058,    138.198,     22.979,  16.059032,          0
    688.264,     2.1049,    138.195,     22.979,  16.057819,          0
    689.265,     2.1044,    138.193,     22.980,  16.056643,          0
    690.266,     2.1045,    138.195,     22.981,  16.055995,          0
    691.267,     2.1053,    138.189,     22.985,  16.056085,          0
    692.268,     2.1029,    138.194,     22.985,  16.054244,          0
    693.264,     2.1051,    138.190,     22.985,  16.055438,          0
    694.265,     2.1044,    138.189,     22.986,  16.053425,          0
    695.266,     2.1038,    138.194,     22.987,  16.053125,          0
    696.267,     2.1019,    138.190,     22.988,  16.052489,          0
    697.268,     2.1039,    138.193,     23.024,  16.051125,          0
    698.264,     2.1025,    138.190,     22.999,  16.050790,          0
    699.265,     2.1021,    138.193,     23.075,  16.053649,          0
    700.266,     2.1039,    138.187,     23.122,  16.054303,          0
    701.267,     2.1013,    138.197,     23.100,  16.055407,          0
    702.268,     2.1010,    138.186,     23.152,  16.056226,          0
    703.264,     2.0995,    138.199,     23.024,  16.056296,          0
    704.265,     2.0990,    138.193,     22.991,  16.056986,          0
    705.266,     2.0970,    138.197,     22.989,  16.056402,          0
    706.267,     2.0964,    138.196,     22.992,  16.057046,          0
    707.268,     2.0981,    138.190,     23.006,  16.057169,          0
    708.263,     2.0971,    138.194,     23.009,  16.058885,          0
    709.264,     2.0970,    138.196,     22.996,  16.056713,          0
    710.265,     2.0966,    138.188,     23.001,  16.056345,          0
    711.266,     2.0970,    138.196,     23.002,  16.056040,          0
    712.268,     2.0958,    138.192,     23.013,  16.055220,          0
    713.263,     2.1075,    138.198,     23.001,  16.055234,          0
    714.264,     2.2297,    138.195,     23.021,  16.055526,          0
    715.265,     2.3585,    138.194,     22.998,  16.055898,          0
    716.266,     2.3654,    138.188,     22.999,  16.056012,          0
    717.267,     2.3654,    138.192,     23.003,  16.053864,          0
    718.263,     2.3610,    138.189,     22.997,  16.053192,          0
    719.264,     2.3545,    138.191,     23.004,  16.053397,          0
    720.265,     2.3395,    138.192,     23.012,  16.053743,          0
    721.272,     2.3178,    138.196,     22.997,  16.052556,          0
    722.267,     2.2932,    138.191,     22.995,  16.052638,          0
    723.268,     2.2674,    138.194,     22.997,  16.051013,          0
    724.264,     2.2420,    138.191,     22.996,  16.049968,          0
    725.265,     2.2213,    138.189,     22.997,  16.048506,          0
    726.266,     2.1985,    138.191,     23.001,  16.047549,          0
    727.267,     2.1849,    138.189,     23.005,  16.048354,          0
    728.268,     2.1681,    138.198,     23.010,  16.046955,          0
    729.264,     2.1572,    138.188,     23.003,  16.047177,          0
    730.265,     2.1458,    138.194,     23.004,  16.047213,          0
    731.266,     2.1373,    138.188,     23.018,  16.048681,          0
    732.267,     2.1299,    138.186,     23.009,  16.049140,          0
    733.268,     2.1230,    138.187,     23.004,  16.049736,          0
    734.264,     2.1178,    138.195,     23.006,  16.050994,          0
    735.265,     2.1129,    138.185,     23.062,  16.052773,          0
    736.266,     2.1100,    138.196,     23.005,  16.053758,          0
    737.267,     2.1048,    138.191,     23.014,  16.053715,          0
    738.268,     2.1042,    138.194,     23.010,  16.054465,          0
    739.263,     2.1002,    138.188,     23.011,  16.055300,          0
    740.265,     2.0994,    138.192,     23.013,  16.054677,          0
    741.266,     2.0977,    138.186,     23.027,  16.053399,          0
    742.267,     2.0963,    138.188,     23.018,  16.053735,          0
    743.268,     2.0960,    138.189,     23.016,  16.054343,          0
    744.263,     2.0952,    138.195,     23.009,  16.053705,          0
    745.264,     2.0935,    138.193,     23.011,  16.053440,          0
    746.265,     2.0927,    138.196,     23.011,  16.053186,          0
    747.266,     2.0928,    138.194,     23.012,  16.054002,          0
    748.267,     2.0924,    138.189,     23.013,  16.054581,          0
    749.269,     2.0918,    138.191,     23.011,  16.055521,          0
    750.264,     2.0909,    138.187,     23.012,  16.056651,          0
    751.265,     2.0908,    138.187,     23.006,  16.057237,          0
    752.266,     2.0890,    138.190,     23.009,  16.057529,          0
    753.267,     2.0900,    138.193,     23.021,  16.057768,          0
    754.268,     2.0915,    138.191,     23.016,  16.057721,          0
    755.264,     2.0921,    138.188,     23.018,  16.058418,          0
    756.265,     2.1304,    138.188,     23.017,  16.057970,          0
    757.266,     2.3543,    138.187,     23.018,  16.057647,          0
    758.267,     2.5033,    138.184,     23.016,  16.057665,          0
    759.268,     2.5032,    138.197,     23.016,  16.055294,          0
    760.264,     2.5018,    138.187,     23.015,  16.053728,          0
    761.265,     2.4974,    138.189,     23.016,  16.053531,          0
    762.266,     2.4820,    138.188,     23.015,  16.053626,          0
    763.267,     2.4585,    138.188,     23.016,  16.052435,          0
    764.268,     2.4243,    138.180,     23.022,  16.050549,          0
    765.264,     2.3858,    138.181,     23.022,  16.048746,          0
    766.265,     2.3463,    138.175,     23.023,  16.048640,          0
    767.266,     2.3092,    138.186,     23.021,  16.049480,          0
    768.267,     2.2749,    138.180,     23.022,  16.049496,          0
    769.268,     2.2438,    138.182,     23.022,  16.048291,          0
    770.264,     2.2183,    138.188,     23.022,  16.048353,          0
    771.265,     2.1960,    138.186,     23.023,  16.050369,          0
    772.266,     2.1784,    138.185,     23.024,  16.049928,          0
    773.267,     2.1602,    138.178,     23.027,  16.050927,          0
    774.268,     2.1491,    138.186,     23.028,  16.052684,          0
    775.263,     2.1368,    138.185,     23.028,  16.053104,          0
    776.264,     2.1289,    138.187,     23.028,  16.053465,          0
    777.266,     2.1211,    138.180,     23.030,  16.052691,          0
    778.267,     2.1135,    138.190,     23.028,  16.051863,          0
    779.268,     2.1083,    138.185,     23.029,  16.054550,          0
    780.263,     2.1032,    138.182,     23.028,  16.055665,          0
    781.264,     2.1012,    138.177,     23.030,  16.055028,          0
    782.265,     2.0981,    138.181,     23.031,  16.056612,          0
    783.266,     2.0970,    138.181,     23.029,  16.056156,          0
    784.267,     2.0957,    138.182,     23.029,  16.057541,          0
    785.268,     2.0940,    138.188,     23.028,  16.058459,          0
    786.264,     2.0928,    138.194,     23.028,  16.059856,          0
    787.265,     2.0926,    138.187,     23.030,  16.059597,          0
    788.266,     2.0933,    138.193,     23.029,  16.060421,          0
    789.267,     2.0953,    138.188,     23.031,  16.058738,          0
    790.268,     2.0954,    138.194,     23.031,  16.059104,          0
    791.264,     2.0948,    138.189,     23.056,  16.059434,          0
    792.265,     2.0957,    138.189,     23.031,  16.058154,          0
    793.266,     2.0956,    138.191,     23.030,  16.059775,          0
    794.267,     2.0953,    138.190,     23.027,  16.059558,          0
    795.268,     2.0934,    138.193,     23.028,  16.060030,          0
    796.264,     2.0954,    138.187,     23.049,  16.060067,          0
    797.265,     2.0936,    138.194,     23.029,  16.061313,          0
    798.266,     2.0940,    138.186,     23.030,  16.061691,          0
    799.267,     2.0924,    138.191,     23.030,  16.062914,          0
    800.268,     2.0931,    138.187,     23.046,  16.063091,          0
