Model:	LI-7810
SN:	TG10-01071
Software Version:	2.1.35
Timestamp:	2022-11-10 14:16:45
Timezone:	Canada/Eastern
DATAH	SECONDS	NANOSECONDS	NDX	DIAG	REMARK	DATE	TIME	H2O	CO2	CH4	CAVITY_P	CAVITY_T	LASER_PHASE_P	LASER_T	RESIDUAL	RING_DOWN_TIME	THERMAL_ENCLOSURE_T	PHASE_ERROR	LASER_T_SHIFT	INPUT_VOLTAGE	CHK
DATA	1668107815	924012899	57	256	""	2022-11-10	14:16:55	nan	nan	nan	87.9507	23.0648	88.4717	47.2292	0	0	23.1618	-16000	0	14.9002	116
DATA	1668107816	923707962	61	256	""	2022-11-10	14:16:56	nan	nan	nan	88.2322	23.0648	88.7528	47.2327	0	0	23.1618	-16000	0	14.8994	124
DATA	1668107817	923707962	65	256	""	2022-11-10	14:16:57	nan	nan	nan	88.5158	23.0648	89.038	47.2316	0	0	23.1625	-16000	0	14.899	 26
DATA	1668107818	923707962	69	256	""	2022-11-10	14:16:58	nan	nan	nan	88.803	23.0648	89.3245	47.2312	0	0	23.1625	-16000	0	14.899	 23
DATA	1668107819	923707962	73	256	""	2022-11-10	14:16:59	nan	nan	nan	89.0923	23.0648	89.6154	47.2305	0	0	23.1625	-16000	0	14.899	 76
DATA	1668107820	923707962	77	256	""	2022-11-10	14:17:00	nan	nan	nan	89.3857	23.0648	89.9087	47.2305	0	0	23.1632	-16000	0	14.8916	120
DATA	1668107821	923707962	81	256	""	2022-11-10	14:17:01	nan	nan	nan	89.6811	23.0648	90.2058	47.2297	0	0	23.1632	-16000	0	14.8916	103
DATA	1668107822	923707962	85	256	""	2022-11-10	14:17:02	nan	nan	nan	89.9818	23.0645	90.5077	47.2297	0	0	23.1632	-16000	0	14.8892	123
DATA	1668107823	923707962	89	256	""	2022-11-10	14:17:03	nan	nan	nan	90.2861	23.0641	90.8129	47.2297	0	0	23.1632	-16000	0	14.8904	103
DATA	1668107824	923405885	93	256	""	2022-11-10	14:17:04	nan	nan	nan	90.5685	23.0641	91.0952	47.2297	0	0	23.1632	-16000	0	14.8884	110
DATA	1668107825	923405885	97	256	""	2022-11-10	14:17:05	nan	nan	nan	90.8814	23.0641	91.4094	47.2297	0	0	23.1637	-16000	0	14.8876	120
DATA	1668107826	923405885	101	256	""	2022-11-10	14:17:06	nan	nan	nan	91.1984	23.0641	91.7272	47.2297	0	0	23.1638	-16000	0	14.8892	158
DATA	1668107827	923405885	105	256	""	2022-11-10	14:17:07	nan	nan	nan	91.5204	23.0641	92.0512	47.2297	0	0	23.1638	-16000	0	14.8904	138
DATA	1668107828	923405885	109	256	""	2022-11-10	14:17:08	nan	nan	nan	91.848	23.0641	92.38	47.2296	0	0	23.1638	-16000	0	14.8876	 19
DATA	1668107829	923405885	113	256	""	2022-11-10	14:17:09	nan	nan	nan	92.1813	23.0641	92.7146	47.2297	0	0	23.1638	-16000	0	14.8872	158
DATA	1668107830	923405885	117	256	""	2022-11-10	14:17:10	nan	nan	nan	92.5204	23.0641	93.0545	47.2296	0	0	23.1638	-16000	0	14.8943	139
DATA	1668107831	923118114	121	256	""	2022-11-10	14:17:11	nan	nan	nan	92.8668	23.0641	93.4017	47.2297	0	0	23.1645	-16000	0	14.8963	138
DATA	1668107832	923118114	125	256	""	2022-11-10	14:17:12	nan	nan	nan	93.1867	23.0641	93.7228	47.2296	0	0	23.1645	-16000	0	14.8939	148
DATA	1668107833	923118114	129	256	""	2022-11-10	14:17:13	nan	nan	nan	93.542	23.0639	94.0794	47.2294	0	0	23.1645	-16000	0	14.8935	 98
DATA	1668107834	923118114	133	256	""	2022-11-10	14:17:14	nan	nan	nan	93.9015	23.0638	94.4388	47.2297	0	0	23.1645	-16000	0	14.8935	152
DATA	1668107835	923118114	137	256	""	2022-11-10	14:17:15	nan	nan	nan	94.2662	23.0634	94.8056	47.2297	0	0	23.1645	-16000	0	14.8935	152
DATA	1668107836	923118114	141	256	""	2022-11-10	14:17:16	nan	nan	nan	94.6343	23.0634	95.1753	47.2297	0	0	23.1645	-16000	0	14.8927	148
DATA	1668107837	923118114	145	256	""	2022-11-10	14:17:17	nan	nan	nan	95.0056	23.0634	95.5454	47.2292	0	0	23.1645	-16000	0	14.8923	143
DATA	1668107838	923118114	149	256	""	2022-11-10	14:17:18	nan	nan	nan	95.3764	23.0634	95.9166	47.2297	0	0	23.1645	-16000	0	14.8927	171
DATA	1668107839	922800064	153	256	""	2022-11-10	14:17:19	nan	nan	nan	95.7428	23.0634	96.283	47.2296	0	0	23.1645	-16000	0	14.8923	109
DATA	1668107840	922800064	157	256	""	2022-11-10	14:17:20	nan	nan	nan	96.0994	23.0634	96.6384	47.2292	0	0	23.1645	-16000	0	14.8923	151
DATA	1668107841	922800064	161	256	""	2022-11-10	14:17:21	nan	nan	nan	96.4136	23.0634	96.9505	47.2296	0	0	23.1645	-16000	0	14.8939	149
DATA	1668107842	922800064	165	256	""	2022-11-10	14:17:22	nan	nan	nan	96.7351	23.0634	97.2675	47.2292	0	0	23.1647	-16000	0	14.8931	149
DATA	1668107843	922800064	169	256	""	2022-11-10	14:17:23	nan	nan	nan	97.0293	23.0634	97.5581	47.2292	0	0	23.1647	-16000	0	14.8935	157
DATA	1668107844	922800064	173	256	""	2022-11-10	14:17:24	nan	nan	nan	97.3067	23.0634	97.8351	47.2294	0	0	23.1652	-16000	0	14.8935	152
DATA	1668107845	922800064	177	256	""	2022-11-10	14:17:25	nan	nan	nan	97.5821	23.0627	98.0987	47.2294	0	0	23.1652	-16000	0	14.8931	164
DATA	1668107846	922498941	181	256	""	2022-11-10	14:17:26	nan	nan	nan	97.6486	23.0627	98.137	47.2294	0	0	23.1652	-16000	0	14.8935	129
DATA	1668107847	922498941	185	256	""	2022-11-10	14:17:27	nan	nan	nan	97.6519	23.0627	98.1395	47.2294	0	0	23.1652	-16000	0	14.8931	183
DATA	1668107848	922498941	189	256	""	2022-11-10	14:17:28	nan	nan	nan	97.6527	23.0627	98.1395	47.229	0	0	23.1652	-16000	0	14.8927	141
DATA	1668107849	922498941	193	256	""	2022-11-10	14:17:29	nan	nan	nan	97.6527	23.0627	98.1391	47.2296	0	0	23.1652	-16000	0	14.89	 83
DATA	1668107850	922498941	197	256	""	2022-11-10	14:17:30	nan	nan	nan	97.6539	23.0629	98.1407	47.2297	0	0	23.1652	-16000	0	14.3584	174
DATA	1668107851	922498941	201	256	""	2022-11-10	14:17:31	nan	nan	nan	97.6547	23.0645	98.1419	47.2297	0	0	23.1663	-16000	0	14.356	110
DATA	1668107852	922498941	205	256	""	2022-11-10	14:17:32	nan	nan	nan	97.6552	23.0684	98.1411	47.2297	0	0	23.1706	-16000	0	14.3529	158
DATA	1668107853	922498941	209	256	""	2022-11-10	14:17:33	nan	nan	nan	97.6535	23.0745	98.1395	47.2297	0	0	23.1787	-16000	0	14.3494	184
DATA	1668107854	922183036	213	256	""	2022-11-10	14:17:34	nan	nan	nan	97.6527	23.0849	98.1382	47.2297	0	0	23.1889	-16000	0	14.3466	171
DATA	1668107855	922183036	217	256	""	2022-11-10	14:17:35	nan	nan	nan	97.6539	23.0979	98.1403	47.2297	0	0	23.2012	-16000	0	14.3443	152
DATA	1668107856	922183036	221	256	""	2022-11-10	14:17:36	nan	nan	nan	97.658	23.1131	98.1431	47.2297	0	0	23.2145	-16000	0	14.3419	 89
DATA	1668107857	922183036	225	256	""	2022-11-10	14:17:37	nan	nan	nan	97.6556	23.1296	98.1411	47.2297	0	0	23.228	-16000	0	14.3419	108
DATA	1668107858	922183036	229	256	""	2022-11-10	14:17:38	nan	nan	nan	97.6547	23.1471	98.1411	47.2297	0	0	23.2424	-16000	0	14.3392	157
DATA	1668107859	922183036	233	256	""	2022-11-10	14:17:39	nan	nan	nan	97.6535	23.1664	98.1399	47.2297	0	0	23.2579	-16000	0	14.3364	180
DATA	1668107860	922183036	237	256	""	2022-11-10	14:17:40	nan	nan	nan	97.6547	23.1869	98.1399	47.2297	0	0	23.2749	-16000	0	14.3352	174
DATA	1668107861	921871900	241	256	""	2022-11-10	14:17:41	nan	nan	nan	97.6556	23.208	98.1407	47.2297	0	0	23.2918	-16000	0	14.3344	101
DATA	1668107862	921871900	245	256	""	2022-11-10	14:17:42	nan	nan	nan	97.6543	23.2298	98.1407	47.2297	0	0	23.3089	-16000	0	14.3313	158
DATA	1668107863	921871900	249	256	""	2022-11-10	14:17:43	nan	nan	nan	97.6572	23.2519	98.1435	47.2297	0	0	23.3265	-16000	0	14.3301	156
DATA	1668107864	921871900	253	256	""	2022-11-10	14:17:44	nan	nan	nan	97.6576	23.275	98.1435	47.2297	0	0	23.3443	-16000	0	14.3286	116
DATA	1668107865	921871900	257	256	""	2022-11-10	14:17:45	nan	nan	nan	97.6572	23.298	98.1427	47.2297	0	0	23.3626	-16000	0	14.3266	125
DATA	1668107866	921871900	261	256	""	2022-11-10	14:17:46	nan	nan	nan	97.6564	23.3186	98.1411	47.2297	0	0	23.3795	-16000	0	14.3239	170
DATA	1668107867	921871900	265	256	""	2022-11-10	14:17:47	nan	nan	nan	97.6568	23.3417	98.1431	47.2297	0	0	23.3983	-16000	0	14.3227	175
DATA	1668107868	921871900	269	256	""	2022-11-10	14:17:48	nan	nan	nan	97.6584	23.3647	98.1439	47.2297	0	0	23.4175	-16000	0	14.3199	194
DATA	1668107869	921559095	273	256	""	2022-11-10	14:17:49	nan	nan	nan	97.6572	23.3876	98.1407	47.2297	0	0	23.4368	-16000	0	14.3188	197
DATA	1668107870	921559095	277	256	""	2022-11-10	14:17:50	nan	nan	nan	97.6564	23.4103	98.1411	47.2297	0	0	23.4568	-16000	0	14.3172	160
DATA	1668107871	921559095	281	256	""	2022-11-10	14:17:51	nan	nan	nan	97.6568	23.433	98.1427	47.2297	0	0	23.4763	-16000	0	14.316	 68
DATA	1668107872	921559095	285	256	""	2022-11-10	14:17:52	nan	nan	nan	97.6584	23.4565	98.1427	47.2297	0	0	23.4963	-16000	0	14.3144	182
DATA	1668107873	921559095	289	256	""	2022-11-10	14:17:53	nan	nan	nan	97.6584	23.4792	98.1439	47.2297	0	0	23.5163	-16000	0	14.3133	184
DATA	1668107874	921559095	293	256	""	2022-11-10	14:17:54	nan	nan	nan	97.6576	23.5006	98.1415	47.2297	0	0	23.5356	-16000	0	14.3144	171
DATA	1668107875	921559095	297	256	""	2022-11-10	14:17:55	nan	nan	nan	97.6572	23.5222	98.1431	47.2297	0	0	23.5549	-16000	0	14.3136	176
DATA	1668107876	921252965	301	256	""	2022-11-10	14:17:56	nan	nan	nan	97.656	23.5444	98.1423	47.2297	0	0	23.575	-16000	0	14.3105	 58
DATA	1668107877	921252965	305	256	""	2022-11-10	14:17:57	nan	nan	nan	97.6568	23.5664	98.1415	47.2297	0	0	23.5955	-16000	0	14.3101	176
DATA	1668107878	921252965	309	256	""	2022-11-10	14:17:58	nan	nan	nan	97.6568	23.5885	98.1415	47.2297	0	0	23.616	-16000	0	14.3085	139
DATA	1668107879	921252965	313	256	""	2022-11-10	14:17:59	nan	nan	nan	97.656	23.6102	98.1411	47.2297	0	0	23.6372	-16000	0	14.3066	111
DATA	1668107880	921252965	317	256	""	2022-11-10	14:18:00	nan	nan	nan	97.656	23.6325	98.1403	47.2297	0	0	23.6577	-16000	0	14.3058	110
DATA	1668107881	921252965	321	256	""	2022-11-10	14:18:01	nan	nan	nan	97.6543	23.6541	98.1386	47.2297	0	0	23.6785	-16000	0	14.3038	165
DATA	1668107882	921252965	325	256	""	2022-11-10	14:18:02	nan	nan	nan	97.6552	23.6757	98.1395	47.2297	0	0	23.6991	-16000	0	14.3034	175
DATA	1668107883	921252965	329	256	""	2022-11-10	14:18:03	nan	nan	nan	97.6552	23.695	98.1382	47.2297	0	0	23.7182	-16000	0	14.3011	112
DATA	1668107884	920944929	333	256	""	2022-11-10	14:18:04	nan	nan	nan	97.6543	23.7162	98.1382	47.2297	0	0	23.739	-16000	0	14.2995	133
DATA	1668107885	920944929	337	256	""	2022-11-10	14:18:05	nan	nan	nan	97.6531	23.7371	98.137	47.2297	0	0	23.7598	-16000	0	14.2976	144
DATA	1668107886	920944929	341	256	""	2022-11-10	14:18:06	nan	nan	nan	97.6531	23.7579	98.1374	47.2297	0	0	23.7808	-16000	0	14.2968	198
DATA	1668107887	920944929	345	256	""	2022-11-10	14:18:07	nan	nan	nan	97.6535	23.7787	98.137	47.2297	0	0	23.8021	-16000	0	14.2932	136
DATA	1668107888	920944929	349	256	""	2022-11-10	14:18:08	nan	nan	nan	97.6531	23.7997	98.1362	47.2297	0	0	23.8235	-16000	0	14.2936	201
DATA	1668107889	920944929	353	256	""	2022-11-10	14:18:09	nan	nan	nan	97.6552	23.8206	98.1382	47.2297	0	0	23.8443	-16000	0	14.2925	186
DATA	1668107890	920944929	357	256	""	2022-11-10	14:18:10	nan	nan	nan	97.6547	23.8409	98.1378	47.2297	0	0	23.8654	-16000	0	14.2913	189
DATA	1668107891	920633077	361	256	""	2022-11-10	14:18:11	nan	nan	nan	97.6539	23.8605	98.1362	47.2297	0	0	23.8854	-16000	0	14.2932	170
DATA	1668107892	920633077	365	256	""	2022-11-10	14:18:12	nan	nan	nan	97.6531	23.8795	98.1366	47.2297	0	0	23.9056	-16000	0	14.2913	176
DATA	1668107893	920633077	369	256	""	2022-11-10	14:18:13	nan	nan	nan	97.6543	23.8996	98.1366	47.2297	0	0	23.9267	-16000	0	14.2897	203
DATA	1668107894	920633077	373	256	""	2022-11-10	14:18:14	nan	nan	nan	97.6539	23.9195	98.137	47.2297	0	0	23.9478	-16000	0	14.2893	144
DATA	1668107895	920633077	377	256	""	2022-11-10	14:18:15	nan	nan	nan	97.6535	23.9394	98.1366	47.2297	0	0	23.9689	-16000	0	14.2881	201
DATA	1668107896	920633077	381	256	""	2022-11-10	14:18:16	nan	nan	nan	97.6547	23.9595	98.137	47.2297	0	0	23.9905	-16000	0	14.2858	146
DATA	1668107897	920633077	385	256	""	2022-11-10	14:18:17	nan	nan	nan	97.6543	23.9792	98.1358	47.2297	0	0	24.0116	-16000	0	14.2858	187
DATA	1668107898	920633077	389	256	""	2022-11-10	14:18:18	nan	nan	nan	97.6531	23.9992	98.135	47.2297	0	0	24.0325	-16000	0	14.2842	131
DATA	1668107899	920324087	393	256	""	2022-11-10	14:18:19	nan	nan	nan	97.6531	24.0177	98.1354	47.2297	0	0	24.0529	-16000	0	14.2827	174
DATA	1668107900	920324087	397	256	""	2022-11-10	14:18:20	nan	nan	nan	97.6511	24.0366	98.1337	47.2297	0	0	24.0731	-16000	0	14.2799	155
DATA	1668107901	920324087	401	256	""	2022-11-10	14:18:21	nan	nan	nan	97.6511	24.0559	98.1329	47.2297	0	0	24.094	-16000	0	14.2795	 98
DATA	1668107902	920324087	405	256	""	2022-11-10	14:18:22	nan	nan	nan	97.6507	24.0751	98.1321	47.2297	0	0	24.1149	-16000	0	14.2783	142
DATA	1668107903	920324087	409	256	""	2022-11-10	14:18:23	nan	nan	nan	97.6507	24.094	98.1325	47.2297	0	0	24.1361	-16000	0	14.2768	103
DATA	1668107904	920324087	413	256	""	2022-11-10	14:18:24	nan	nan	nan	97.6503	24.1133	98.1321	47.2297	0	0	24.158	-16000	0	14.276	 34
DATA	1668107905	920324087	417	256	""	2022-11-10	14:18:25	nan	nan	nan	97.6519	24.1321	98.1346	47.2297	0	0	24.1789	-16000	0	14.2752	161
DATA	1668107906	920011043	421	256	""	2022-11-10	14:18:26	nan	nan	nan	97.6519	24.1517	98.1346	47.2297	0	0	24.1999	-16000	0	14.2748	158
DATA	1668107907	920011043	425	256	""	2022-11-10	14:18:27	nan	nan	nan	97.6519	24.1706	98.1337	47.2297	0	0	24.2209	-16000	0	14.2736	146
DATA	1668107908	920011043	429	256	""	2022-11-10	14:18:28	nan	nan	nan	97.6519	24.1888	98.1325	47.2297	0	0	24.2409	-16000	0	14.2744	161
DATA	1668107909	920011043	433	256	""	2022-11-10	14:18:29	nan	nan	nan	97.6503	24.2069	98.1329	47.2297	0	0	24.2611	-16000	0	14.2732	139
DATA	1668107910	920011043	437	256	""	2022-11-10	14:18:30	nan	nan	nan	97.6519	24.2254	98.1333	47.2297	0	0	24.2821	-16000	0	14.2713	127
DATA	1668107911	920011043	441	256	""	2022-11-10	14:18:31	nan	nan	nan	97.6515	24.2442	98.1325	47.2297	0	0	24.3031	-16000	0	14.2725	117
DATA	1668107912	920011043	445	256	""	2022-11-10	14:18:32	nan	nan	nan	97.6511	24.2628	98.1325	47.2297	0	0	24.3243	-16000	0	14.2701	124
DATA	1668107913	920011043	449	256	""	2022-11-10	14:18:33	nan	nan	nan	97.6494	24.2814	98.1317	47.2297	0	0	24.3455	-16000	0	14.2701	143
DATA	1668107914	919699907	453	256	""	2022-11-10	14:18:34	nan	nan	nan	97.6494	24.3001	98.1313	47.2297	0	0	24.3665	-16000	0	14.2689	182
DATA	1668107915	919699907	457	256	""	2022-11-10	14:18:35	nan	nan	nan	97.6494	24.3182	98.1321	47.2297	0	0	24.3873	-16000	0	14.2685	194
DATA	1668107916	919699907	461	256	""	2022-11-10	14:18:36	nan	nan	nan	97.649	24.3363	98.1309	47.2297	0	0	24.4075	-16000	0	14.2658	141
DATA	1668107917	919699907	465	256	""	2022-11-10	14:18:37	nan	nan	nan	97.6507	24.3537	98.1313	47.2297	0	0	24.4274	-16000	0	14.2658	193
DATA	1668107918	919699907	469	256	""	2022-11-10	14:18:38	nan	nan	nan	97.6507	24.3721	98.1321	47.2297	0	0	24.4484	-16000	0	14.2642	189
DATA	1668107919	919699907	473	256	""	2022-11-10	14:18:39	nan	nan	nan	97.6503	24.3904	98.1313	47.2297	0	0	24.4692	-16000	0	14.263	136
DATA	1668107920	919699907	477	256	""	2022-11-10	14:18:40	nan	nan	nan	97.6507	24.4087	98.1305	47.2297	0	0	24.49	-16000	0	14.2623	 78
DATA	1668107921	919385910	481	256	""	2022-11-10	14:18:41	nan	nan	nan	97.6503	24.4269	98.1317	47.2297	0	0	24.5117	-16000	0	14.2611	156
DATA	1668107922	919385910	485	256	""	2022-11-10	14:18:42	nan	nan	nan	97.6507	24.445	98.1313	47.2297	0	0	24.5323	-16000	0	14.2611	105
DATA	1668107923	919385910	489	256	""	2022-11-10	14:18:43	nan	nan	nan	97.6503	24.4629	98.1309	47.2297	0	0	24.5533	-16000	0	14.2595	182
DATA	1668107924	919385910	493	256	""	2022-11-10	14:18:44	nan	nan	nan	97.6499	24.4812	98.1309	47.2297	0	0	24.5739	-16000	0	14.2595	195
DATA	1668107925	919385910	497	256	""	2022-11-10	14:18:45	nan	nan	nan	97.649	24.4989	98.1301	47.2297	0	0	24.594	-16000	0	14.2607	 91
DATA	1668107926	919385910	501	256	""	2022-11-10	14:18:46	nan	nan	nan	97.6499	24.5164	98.1309	47.2297	0	0	24.6137	-16000	0	14.2595	183
DATA	1668107927	919385910	505	256	""	2022-11-10	14:18:47	nan	nan	nan	97.6503	24.5345	98.1305	47.2297	0	0	24.6345	-16000	0	14.2583	170
DATA	1668107928	919385910	509	256	""	2022-11-10	14:18:48	nan	nan	nan	97.6515	24.5524	98.1313	47.2297	0	0	24.6553	-16000	0	14.2579	183
DATA	1668107929	919075012	513	256	""	2022-11-10	14:18:49	nan	nan	nan	97.6511	24.5703	98.1313	47.2297	0	0	24.6765	-16000	0	14.2572	162
DATA	1668107930	919075012	517	256	""	2022-11-10	14:18:50	nan	nan	nan	97.6503	24.588	98.1305	47.2297	0	0	24.6976	-16000	0	14.2568	119
DATA	1668107931	919075012	521	256	""	2022-11-10	14:18:51	nan	nan	nan	97.6511	24.6061	98.1313	47.2297	0	0	24.7182	-16000	0	14.2556	141
DATA	1668107932	919075012	525	256	""	2022-11-10	14:18:52	nan	nan	nan	97.6507	24.6239	98.1305	47.2297	0	0	24.7388	-16000	0	14.2548	169
DATA	1668107933	919075012	529	256	""	2022-11-10	14:18:53	nan	nan	nan	97.6511	24.6411	98.1301	47.2297	0	0	24.7589	-16000	0	14.2536	158
DATA	1668107934	919075012	533	256	""	2022-11-10	14:18:54	nan	nan	nan	97.6511	24.658	98.1297	47.2297	0	0	24.7784	-16000	0	14.2524	122
DATA	1668107935	919075012	537	256	""	2022-11-10	14:18:55	nan	nan	nan	97.6507	24.6764	98.1305	47.2297	0	0	24.7991	-16000	0	14.2513	173
DATA	1668107936	918757915	541	256	""	2022-11-10	14:18:56	nan	nan	nan	97.6482	24.6944	98.128	47.2297	0	0	24.8199	-16000	0	14.2509	150
DATA	1668107937	918757915	545	256	""	2022-11-10	14:18:57	nan	nan	nan	97.6507	24.7121	98.1301	47.2297	0	0	24.8406	-16000	0	14.2501	167
DATA	1668107938	918757915	549	256	""	2022-11-10	14:18:58	nan	nan	nan	97.6499	24.73	98.1293	47.2297	0	0	24.8618	-16000	0	14.2489	116
DATA	1668107939	918757915	553	256	""	2022-11-10	14:18:59	nan	nan	nan	97.6507	24.7473	98.1289	47.2297	0	0	24.8826	-16000	0	14.2481	208
DATA	1668107940	918757915	557	256	""	2022-11-10	14:19:00	nan	nan	nan	97.6503	24.7652	98.128	47.2297	0	0	24.9029	-16000	0	14.247	 75
DATA	1668107941	918757915	561	256	""	2022-11-10	14:19:01	nan	nan	nan	97.6503	24.7828	98.1289	47.2297	0	0	24.9235	-16000	0	14.2466	186
DATA	1668107942	918757915	565	256	""	2022-11-10	14:19:02	nan	nan	nan	97.6486	24.799	98.1264	47.2297	0	0	24.9423	-16000	0	14.2473	144
DATA	1668107943	918757915	569	256	""	2022-11-10	14:19:03	nan	nan	nan	97.6499	24.8168	98.1289	47.2297	0	0	24.9629	-16000	0	14.247	164
DATA	1668107944	918447971	573	256	""	2022-11-10	14:19:04	nan	nan	nan	97.6531	24.8342	98.1325	47.2297	0	0	24.9832	-16000	0	14.2466	180
DATA	1668107945	918447971	577	256	""	2022-11-10	14:19:05	nan	nan	nan	97.6543	24.8525	98.1325	47.2297	0	0	25.0037	-16000	0	14.2454	178
DATA	1668107946	918447971	581	256	""	2022-11-10	14:19:06	nan	nan	nan	97.6535	24.8703	98.1325	47.2297	0	0	25.0246	-16000	0	14.2446	177
DATA	1668107947	918447971	585	256	""	2022-11-10	14:19:07	nan	nan	nan	97.6543	24.8878	98.1321	47.2297	0	0	25.0451	-16000	0	14.2438	190
DATA	1668107948	918447971	589	256	""	2022-11-10	14:19:08	nan	nan	nan	97.6535	24.9055	98.1317	47.2297	0	0	25.0658	-16000	0	14.2434	195
DATA	1668107949	918447971	593	256	""	2022-11-10	14:19:09	nan	nan	nan	97.6523	24.9228	98.1313	47.2297	0	0	25.0863	-16000	0	14.2426	186
DATA	1668107950	918447971	597	256	""	2022-11-10	14:19:10	nan	nan	nan	97.6511	24.9396	98.1293	47.2297	0	0	25.1056	-16000	0	14.2399	188
DATA	1668107951	918131113	601	256	""	2022-11-10	14:19:11	nan	nan	nan	97.6511	24.9564	98.1276	47.2297	0	0	25.1253	-16000	0	14.2391	143
DATA	1668107952	918131113	605	256	""	2022-11-10	14:19:12	nan	nan	nan	97.6486	24.974	98.1268	47.2297	0	0	25.1456	-16000	0	14.2387	119
DATA	1668107953	918131113	609	256	""	2022-11-10	14:19:13	nan	nan	nan	97.6511	24.9915	98.1276	47.2297	0	0	25.1663	-16000	0	14.2375	162
DATA	1668107954	918131113	613	256	""	2022-11-10	14:19:14	nan	nan	nan	97.6523	25.0088	98.1305	47.2297	0	0	25.1866	-16000	0	14.2368	155
DATA	1668107955	668131113	616	256	""	2022-11-10	14:19:15	nan	nan	nan	97.6519	25.0268	98.1301	47.2297	0	0	25.2076	-16000	0	14.2364	153
DATA	1668107956	918131113	621	256	""	2022-11-10	14:19:16	nan	nan	nan	97.6515	25.0443	98.1293	47.2297	0	0	25.2279	-16000	0	14.2348	157
DATA	1668107957	918131113	625	256	""	2022-11-10	14:19:17	nan	nan	nan	97.6531	25.0617	98.1289	47.2297	0	0	25.2482	-16000	0	14.2336	162
DATA	1668107958	918131113	629	256	""	2022-11-10	14:19:18	nan	nan	nan	97.6519	25.0794	98.1276	47.2297	0	0	25.2683	-16000	0	14.2313	174
DATA	1668107959	917819023	633	256	""	2022-11-10	14:19:19	nan	nan	nan	97.6511	25.0953	98.1248	47.2297	0	0	25.2871	-16000	0	14.2289	182
DATA	1668107960	917819023	637	256	""	2022-11-10	14:19:20	nan	nan	nan	97.6478	25.1126	98.124	47.2297	0	0	25.3072	-16000	0	14.2317	105
DATA	1668107961	917819023	641	256	""	2022-11-10	14:19:21	nan	nan	nan	97.649	25.1302	98.1264	47.2297	0	0	25.3275	-16000	0	14.2336	104
DATA	1668107962	917819023	645	256	""	2022-11-10	14:19:22	nan	nan	nan	97.6515	25.1475	98.128	47.2297	0	0	25.348	-16000	0	14.2336	 67
DATA	1668107963	917819023	649	256	""	2022-11-10	14:19:23	nan	nan	nan	97.6519	25.1649	98.1284	47.2297	0	0	25.3684	-16000	0	14.2328	187
DATA	1668107964	917819023	653	256	""	2022-11-10	14:19:24	nan	nan	nan	97.6515	25.1822	98.1264	47.2297	0	0	25.389	-16000	0	14.2324	118
DATA	1668107965	917819023	657	256	""	2022-11-10	14:19:25	nan	nan	nan	97.6499	25.2003	98.1264	47.2297	0	0	25.4095	-16000	0	14.2317	175
DATA	1668107966	917503118	661	256	""	2022-11-10	14:19:26	nan	nan	nan	97.6494	25.2177	98.1264	47.2297	0	0	25.4297	-16000	0	14.2313	174
